Bandit,Reward,Algorithm
882,True,Thompson Sampling
883,True,Thompson Sampling
884,True,Thompson Sampling
885,True,Thompson Sampling
886,True,Thompson Sampling
887,True,Thompson Sampling
888,True,Thompson Sampling
889,True,Thompson Sampling
890,True,Thompson Sampling
891,True,Thompson Sampling
892,True,Thompson Sampling
893,True,Thompson Sampling
894,True,Thompson Sampling
895,False,Thompson Sampling
896,True,Thompson Sampling
897,True,Thompson Sampling
898,True,Thompson Sampling
899,True,Thompson Sampling
900,True,Thompson Sampling
901,True,Thompson Sampling
902,True,Thompson Sampling
903,True,Thompson Sampling
904,True,Thompson Sampling
905,True,Thompson Sampling
906,False,Thompson Sampling
907,True,Thompson Sampling
908,True,Thompson Sampling
909,True,Thompson Sampling
910,False,Thompson Sampling
911,True,Thompson Sampling
912,True,Thompson Sampling
913,True,Thompson Sampling
914,True,Thompson Sampling
915,True,Thompson Sampling
916,True,Thompson Sampling
917,True,Thompson Sampling
918,True,Thompson Sampling
919,True,Thompson Sampling
920,True,Thompson Sampling
921,False,Thompson Sampling
922,True,Thompson Sampling
923,True,Thompson Sampling
924,True,Thompson Sampling
925,True,Thompson Sampling
926,True,Thompson Sampling
927,True,Thompson Sampling
928,True,Thompson Sampling
929,True,Thompson Sampling
930,True,Thompson Sampling
931,True,Thompson Sampling
932,True,Thompson Sampling
933,True,Thompson Sampling
934,True,Thompson Sampling
935,True,Thompson Sampling
936,True,Thompson Sampling
937,False,Thompson Sampling
938,True,Thompson Sampling
939,True,Thompson Sampling
940,True,Thompson Sampling
941,True,Thompson Sampling
942,True,Thompson Sampling
943,True,Thompson Sampling
944,True,Thompson Sampling
945,True,Thompson Sampling
946,True,Thompson Sampling
947,True,Thompson Sampling
948,True,Thompson Sampling
949,False,Thompson Sampling
950,True,Thompson Sampling
951,True,Thompson Sampling
952,True,Thompson Sampling
953,True,Thompson Sampling
954,True,Thompson Sampling
955,True,Thompson Sampling
956,False,Thompson Sampling
957,True,Thompson Sampling
958,True,Thompson Sampling
959,True,Thompson Sampling
960,True,Thompson Sampling
961,True,Thompson Sampling
962,True,Thompson Sampling
963,True,Thompson Sampling
964,True,Thompson Sampling
965,True,Thompson Sampling
966,True,Thompson Sampling
967,True,Thompson Sampling
968,True,Thompson Sampling
969,True,Thompson Sampling
970,True,Thompson Sampling
971,True,Thompson Sampling
972,True,Thompson Sampling
973,True,Thompson Sampling
974,True,Thompson Sampling
975,True,Thompson Sampling
976,False,Thompson Sampling
977,True,Thompson Sampling
978,True,Thompson Sampling
979,True,Thompson Sampling
980,True,Thompson Sampling
981,False,Thompson Sampling
982,True,Thompson Sampling
983,True,Thompson Sampling
984,True,Thompson Sampling
985,True,Thompson Sampling
986,True,Thompson Sampling
987,True,Thompson Sampling
988,True,Thompson Sampling
989,True,Thompson Sampling
990,True,Thompson Sampling
991,True,Thompson Sampling
992,True,Thompson Sampling
993,True,Thompson Sampling
994,True,Thompson Sampling
995,True,Thompson Sampling
996,False,Thompson Sampling
997,True,Thompson Sampling
998,True,Thompson Sampling
999,True,Thompson Sampling
1000,True,Thompson Sampling
1001,True,Thompson Sampling
1002,True,Thompson Sampling
1003,True,Thompson Sampling
1004,True,Thompson Sampling
1005,True,Thompson Sampling
1006,True,Thompson Sampling
1007,True,Thompson Sampling
1008,True,Thompson Sampling
1009,True,Thompson Sampling
1010,True,Thompson Sampling
1011,True,Thompson Sampling
1012,False,Thompson Sampling
1013,True,Thompson Sampling
1014,True,Thompson Sampling
1015,True,Thompson Sampling
1016,True,Thompson Sampling
1017,True,Thompson Sampling
1018,True,Thompson Sampling
1019,True,Thompson Sampling
1020,True,Thompson Sampling
1021,True,Thompson Sampling
1022,True,Thompson Sampling
1023,True,Thompson Sampling
1024,True,Thompson Sampling
1025,False,Thompson Sampling
1026,True,Thompson Sampling
1027,True,Thompson Sampling
1028,True,Thompson Sampling
1029,True,Thompson Sampling
1030,True,Thompson Sampling
1031,True,Thompson Sampling
1032,False,Thompson Sampling
1033,True,Thompson Sampling
1034,True,Thompson Sampling
1035,True,Thompson Sampling
1036,True,Thompson Sampling
1037,True,Thompson Sampling
1038,True,Thompson Sampling
1039,True,Thompson Sampling
1040,True,Thompson Sampling
1041,True,Thompson Sampling
1042,True,Thompson Sampling
1043,True,Thompson Sampling
1044,True,Thompson Sampling
1045,True,Thompson Sampling
1046,True,Thompson Sampling
1047,True,Thompson Sampling
1048,True,Thompson Sampling
1049,True,Thompson Sampling
1050,True,Thompson Sampling
1051,True,Thompson Sampling
1052,True,Thompson Sampling
1053,True,Thompson Sampling
1054,True,Thompson Sampling
1055,True,Thompson Sampling
1056,True,Thompson Sampling
1057,True,Thompson Sampling
1058,True,Thompson Sampling
1059,True,Thompson Sampling
1060,True,Thompson Sampling
1061,True,Thompson Sampling
1062,True,Thompson Sampling
1063,True,Thompson Sampling
1064,True,Thompson Sampling
1065,True,Thompson Sampling
1066,True,Thompson Sampling
1067,True,Thompson Sampling
1068,True,Thompson Sampling
1069,True,Thompson Sampling
