Bandit,Reward,Algorithm
327,True,Epsilon-Greedy
328,True,Epsilon-Greedy
329,True,Epsilon-Greedy
330,True,Epsilon-Greedy
331,False,Epsilon-Greedy
332,True,Epsilon-Greedy
333,True,Epsilon-Greedy
334,True,Epsilon-Greedy
335,False,Epsilon-Greedy
336,True,Epsilon-Greedy
337,False,Epsilon-Greedy
338,True,Epsilon-Greedy
339,True,Epsilon-Greedy
340,True,Epsilon-Greedy
341,False,Epsilon-Greedy
342,False,Epsilon-Greedy
343,False,Epsilon-Greedy
344,True,Epsilon-Greedy
345,True,Epsilon-Greedy
346,True,Epsilon-Greedy
347,True,Epsilon-Greedy
348,True,Epsilon-Greedy
349,True,Epsilon-Greedy
350,True,Epsilon-Greedy
351,True,Epsilon-Greedy
352,True,Epsilon-Greedy
353,True,Epsilon-Greedy
354,False,Epsilon-Greedy
355,False,Epsilon-Greedy
356,True,Epsilon-Greedy
357,False,Epsilon-Greedy
358,True,Epsilon-Greedy
359,True,Epsilon-Greedy
360,True,Epsilon-Greedy
361,True,Epsilon-Greedy
362,True,Epsilon-Greedy
363,True,Epsilon-Greedy
364,True,Epsilon-Greedy
365,True,Epsilon-Greedy
366,True,Epsilon-Greedy
367,True,Epsilon-Greedy
368,True,Epsilon-Greedy
369,True,Epsilon-Greedy
370,True,Epsilon-Greedy
371,True,Epsilon-Greedy
372,True,Epsilon-Greedy
373,True,Epsilon-Greedy
374,True,Epsilon-Greedy
375,True,Epsilon-Greedy
376,False,Epsilon-Greedy
377,False,Epsilon-Greedy
378,True,Epsilon-Greedy
379,True,Epsilon-Greedy
380,True,Epsilon-Greedy
381,True,Epsilon-Greedy
382,True,Epsilon-Greedy
383,False,Epsilon-Greedy
384,True,Epsilon-Greedy
385,True,Epsilon-Greedy
386,True,Epsilon-Greedy
387,True,Epsilon-Greedy
388,True,Epsilon-Greedy
389,False,Epsilon-Greedy
390,True,Epsilon-Greedy
391,True,Epsilon-Greedy
392,True,Epsilon-Greedy
393,True,Epsilon-Greedy
394,True,Epsilon-Greedy
395,False,Epsilon-Greedy
396,True,Epsilon-Greedy
397,True,Epsilon-Greedy
398,True,Epsilon-Greedy
399,True,Epsilon-Greedy
400,False,Epsilon-Greedy
401,True,Epsilon-Greedy
402,True,Epsilon-Greedy
403,True,Epsilon-Greedy
404,True,Epsilon-Greedy
405,True,Epsilon-Greedy
406,True,Epsilon-Greedy
407,True,Epsilon-Greedy
408,False,Epsilon-Greedy
409,True,Epsilon-Greedy
410,True,Epsilon-Greedy
411,True,Epsilon-Greedy
412,True,Epsilon-Greedy
413,True,Epsilon-Greedy
414,True,Epsilon-Greedy
415,True,Epsilon-Greedy
416,True,Epsilon-Greedy
417,False,Epsilon-Greedy
418,False,Epsilon-Greedy
419,False,Epsilon-Greedy
420,True,Epsilon-Greedy
421,True,Epsilon-Greedy
422,True,Epsilon-Greedy
423,False,Epsilon-Greedy
424,True,Epsilon-Greedy
425,True,Epsilon-Greedy
426,True,Epsilon-Greedy
427,True,Epsilon-Greedy
428,True,Epsilon-Greedy
429,True,Epsilon-Greedy
430,False,Epsilon-Greedy
431,True,Epsilon-Greedy
432,True,Epsilon-Greedy
433,True,Epsilon-Greedy
434,False,Epsilon-Greedy
435,True,Epsilon-Greedy
436,True,Epsilon-Greedy
437,True,Epsilon-Greedy
438,True,Epsilon-Greedy
439,True,Epsilon-Greedy
440,True,Epsilon-Greedy
441,True,Epsilon-Greedy
442,True,Epsilon-Greedy
443,False,Epsilon-Greedy
444,True,Epsilon-Greedy
445,True,Epsilon-Greedy
446,True,Epsilon-Greedy
447,False,Epsilon-Greedy
448,False,Epsilon-Greedy
449,True,Epsilon-Greedy
450,True,Epsilon-Greedy
451,True,Epsilon-Greedy
452,True,Epsilon-Greedy
453,True,Epsilon-Greedy
454,True,Epsilon-Greedy
455,True,Epsilon-Greedy
456,True,Epsilon-Greedy
457,True,Epsilon-Greedy
458,True,Epsilon-Greedy
459,True,Epsilon-Greedy
460,True,Epsilon-Greedy
461,False,Epsilon-Greedy
462,True,Epsilon-Greedy
463,True,Epsilon-Greedy
464,False,Epsilon-Greedy
465,True,Epsilon-Greedy
466,True,Epsilon-Greedy
467,True,Epsilon-Greedy
468,True,Epsilon-Greedy
469,True,Epsilon-Greedy
470,True,Epsilon-Greedy
471,True,Epsilon-Greedy
472,True,Epsilon-Greedy
473,True,Epsilon-Greedy
474,True,Epsilon-Greedy
475,True,Epsilon-Greedy
476,True,Epsilon-Greedy
477,True,Epsilon-Greedy
478,True,Epsilon-Greedy
479,False,Epsilon-Greedy
480,True,Epsilon-Greedy
481,True,Epsilon-Greedy
482,True,Epsilon-Greedy
483,True,Epsilon-Greedy
484,True,Epsilon-Greedy
485,True,Epsilon-Greedy
486,True,Epsilon-Greedy
487,True,Epsilon-Greedy
488,True,Epsilon-Greedy
489,True,Epsilon-Greedy
490,True,Epsilon-Greedy
491,True,Epsilon-Greedy
492,True,Epsilon-Greedy
493,True,Epsilon-Greedy
494,False,Epsilon-Greedy
495,True,Epsilon-Greedy
496,True,Epsilon-Greedy
497,True,Epsilon-Greedy
498,True,Epsilon-Greedy
499,True,Epsilon-Greedy
500,False,Epsilon-Greedy
501,True,Epsilon-Greedy
502,False,Epsilon-Greedy
503,True,Epsilon-Greedy
504,True,Epsilon-Greedy
505,True,Epsilon-Greedy
506,True,Epsilon-Greedy
507,True,Epsilon-Greedy
508,True,Epsilon-Greedy
509,False,Epsilon-Greedy
510,True,Epsilon-Greedy
511,True,Epsilon-Greedy
512,True,Epsilon-Greedy
513,True,Epsilon-Greedy
514,False,Epsilon-Greedy
515,True,Epsilon-Greedy
516,True,Epsilon-Greedy
517,True,Epsilon-Greedy
518,True,Epsilon-Greedy
519,True,Epsilon-Greedy
520,True,Epsilon-Greedy
521,False,Epsilon-Greedy
522,True,Epsilon-Greedy
523,True,Epsilon-Greedy
524,True,Epsilon-Greedy
525,True,Epsilon-Greedy
526,True,Epsilon-Greedy
527,True,Epsilon-Greedy
528,True,Epsilon-Greedy
529,True,Epsilon-Greedy
530,True,Epsilon-Greedy
531,False,Epsilon-Greedy
532,True,Epsilon-Greedy
533,True,Epsilon-Greedy
534,True,Epsilon-Greedy
535,True,Epsilon-Greedy
536,True,Epsilon-Greedy
537,True,Epsilon-Greedy
538,True,Epsilon-Greedy
539,True,Epsilon-Greedy
540,True,Epsilon-Greedy
541,True,Epsilon-Greedy
542,True,Epsilon-Greedy
543,True,Epsilon-Greedy
544,False,Epsilon-Greedy
545,True,Epsilon-Greedy
546,True,Epsilon-Greedy
547,True,Epsilon-Greedy
548,False,Epsilon-Greedy
549,True,Epsilon-Greedy
550,True,Epsilon-Greedy
551,True,Epsilon-Greedy
552,True,Epsilon-Greedy
553,True,Epsilon-Greedy
554,True,Epsilon-Greedy
555,True,Epsilon-Greedy
556,True,Epsilon-Greedy
557,True,Epsilon-Greedy
558,False,Epsilon-Greedy
559,False,Epsilon-Greedy
560,True,Epsilon-Greedy
561,True,Epsilon-Greedy
562,True,Epsilon-Greedy
563,True,Epsilon-Greedy
564,True,Epsilon-Greedy
565,True,Epsilon-Greedy
566,True,Epsilon-Greedy
567,True,Epsilon-Greedy
568,True,Epsilon-Greedy
569,True,Epsilon-Greedy
570,True,Epsilon-Greedy
571,True,Epsilon-Greedy
572,True,Epsilon-Greedy
573,True,Epsilon-Greedy
574,False,Epsilon-Greedy
575,True,Epsilon-Greedy
576,True,Epsilon-Greedy
577,True,Epsilon-Greedy
578,True,Epsilon-Greedy
579,True,Epsilon-Greedy
580,True,Epsilon-Greedy
581,True,Epsilon-Greedy
582,True,Epsilon-Greedy
583,True,Epsilon-Greedy
584,True,Epsilon-Greedy
585,True,Epsilon-Greedy
586,True,Epsilon-Greedy
587,True,Epsilon-Greedy
588,True,Epsilon-Greedy
589,True,Epsilon-Greedy
590,True,Epsilon-Greedy
591,False,Epsilon-Greedy
592,False,Epsilon-Greedy
593,True,Epsilon-Greedy
594,True,Epsilon-Greedy
595,False,Epsilon-Greedy
596,True,Epsilon-Greedy
597,True,Epsilon-Greedy
598,False,Epsilon-Greedy
599,True,Epsilon-Greedy
600,True,Epsilon-Greedy
601,False,Epsilon-Greedy
602,True,Epsilon-Greedy
603,True,Epsilon-Greedy
604,False,Epsilon-Greedy
605,True,Epsilon-Greedy
606,True,Epsilon-Greedy
607,True,Epsilon-Greedy
608,True,Epsilon-Greedy
609,False,Epsilon-Greedy
610,True,Epsilon-Greedy
611,True,Epsilon-Greedy
612,True,Epsilon-Greedy
613,True,Epsilon-Greedy
614,True,Epsilon-Greedy
615,False,Epsilon-Greedy
616,True,Epsilon-Greedy
617,True,Epsilon-Greedy
618,True,Epsilon-Greedy
619,True,Epsilon-Greedy
620,True,Epsilon-Greedy
621,True,Epsilon-Greedy
622,False,Epsilon-Greedy
623,True,Epsilon-Greedy
624,True,Epsilon-Greedy
625,True,Epsilon-Greedy
626,True,Epsilon-Greedy
627,True,Epsilon-Greedy
628,True,Epsilon-Greedy
629,True,Epsilon-Greedy
630,False,Epsilon-Greedy
631,True,Epsilon-Greedy
632,True,Epsilon-Greedy
633,True,Epsilon-Greedy
634,True,Epsilon-Greedy
635,True,Epsilon-Greedy
636,False,Epsilon-Greedy
637,True,Epsilon-Greedy
638,True,Epsilon-Greedy
639,True,Epsilon-Greedy
640,True,Epsilon-Greedy
641,True,Epsilon-Greedy
642,True,Epsilon-Greedy
643,True,Epsilon-Greedy
644,True,Epsilon-Greedy
645,True,Epsilon-Greedy
646,True,Epsilon-Greedy
647,False,Epsilon-Greedy
648,True,Epsilon-Greedy
649,True,Epsilon-Greedy
650,True,Epsilon-Greedy
651,True,Epsilon-Greedy
652,True,Epsilon-Greedy
653,True,Epsilon-Greedy
654,False,Epsilon-Greedy
655,True,Epsilon-Greedy
656,True,Epsilon-Greedy
657,True,Epsilon-Greedy
658,True,Epsilon-Greedy
659,True,Epsilon-Greedy
660,True,Epsilon-Greedy
661,True,Epsilon-Greedy
662,True,Epsilon-Greedy
663,True,Epsilon-Greedy
664,True,Epsilon-Greedy
665,True,Epsilon-Greedy
666,True,Epsilon-Greedy
667,True,Epsilon-Greedy
668,True,Epsilon-Greedy
669,True,Epsilon-Greedy
670,True,Epsilon-Greedy
671,True,Epsilon-Greedy
672,True,Epsilon-Greedy
673,False,Epsilon-Greedy
674,True,Epsilon-Greedy
675,True,Epsilon-Greedy
676,True,Epsilon-Greedy
677,True,Epsilon-Greedy
678,False,Epsilon-Greedy
679,False,Epsilon-Greedy
680,False,Epsilon-Greedy
681,True,Epsilon-Greedy
682,True,Epsilon-Greedy
683,True,Epsilon-Greedy
684,True,Epsilon-Greedy
685,True,Epsilon-Greedy
686,True,Epsilon-Greedy
687,True,Epsilon-Greedy
688,False,Epsilon-Greedy
689,True,Epsilon-Greedy
690,True,Epsilon-Greedy
691,True,Epsilon-Greedy
692,True,Epsilon-Greedy
693,True,Epsilon-Greedy
694,True,Epsilon-Greedy
695,True,Epsilon-Greedy
696,True,Epsilon-Greedy
697,True,Epsilon-Greedy
698,True,Epsilon-Greedy
699,True,Epsilon-Greedy
700,True,Epsilon-Greedy
701,False,Epsilon-Greedy
702,False,Epsilon-Greedy
703,True,Epsilon-Greedy
704,False,Epsilon-Greedy
705,True,Epsilon-Greedy
706,True,Epsilon-Greedy
707,False,Epsilon-Greedy
708,True,Epsilon-Greedy
709,True,Epsilon-Greedy
710,True,Epsilon-Greedy
711,True,Epsilon-Greedy
712,True,Epsilon-Greedy
713,True,Epsilon-Greedy
714,True,Epsilon-Greedy
715,True,Epsilon-Greedy
716,True,Epsilon-Greedy
717,False,Epsilon-Greedy
718,False,Epsilon-Greedy
719,True,Epsilon-Greedy
720,False,Epsilon-Greedy
721,True,Epsilon-Greedy
722,True,Epsilon-Greedy
723,True,Epsilon-Greedy
724,True,Epsilon-Greedy
725,True,Epsilon-Greedy
726,True,Epsilon-Greedy
727,True,Epsilon-Greedy
728,True,Epsilon-Greedy
729,True,Epsilon-Greedy
730,True,Epsilon-Greedy
731,True,Epsilon-Greedy
732,False,Epsilon-Greedy
733,True,Epsilon-Greedy
734,False,Epsilon-Greedy
735,True,Epsilon-Greedy
736,True,Epsilon-Greedy
737,True,Epsilon-Greedy
738,True,Epsilon-Greedy
739,True,Epsilon-Greedy
740,True,Epsilon-Greedy
741,True,Epsilon-Greedy
742,False,Epsilon-Greedy
743,True,Epsilon-Greedy
744,True,Epsilon-Greedy
745,True,Epsilon-Greedy
746,True,Epsilon-Greedy
747,True,Epsilon-Greedy
748,True,Epsilon-Greedy
749,False,Epsilon-Greedy
750,True,Epsilon-Greedy
751,False,Epsilon-Greedy
752,True,Epsilon-Greedy
753,True,Epsilon-Greedy
754,True,Epsilon-Greedy
755,True,Epsilon-Greedy
756,True,Epsilon-Greedy
757,True,Epsilon-Greedy
758,True,Epsilon-Greedy
759,True,Epsilon-Greedy
760,True,Epsilon-Greedy
761,True,Epsilon-Greedy
762,True,Epsilon-Greedy
763,True,Epsilon-Greedy
764,True,Epsilon-Greedy
765,True,Epsilon-Greedy
766,False,Epsilon-Greedy
767,True,Epsilon-Greedy
768,True,Epsilon-Greedy
769,True,Epsilon-Greedy
770,True,Epsilon-Greedy
771,True,Epsilon-Greedy
772,True,Epsilon-Greedy
773,True,Epsilon-Greedy
774,True,Epsilon-Greedy
775,True,Epsilon-Greedy
776,True,Epsilon-Greedy
777,True,Epsilon-Greedy
778,True,Epsilon-Greedy
779,True,Epsilon-Greedy
780,True,Epsilon-Greedy
781,False,Epsilon-Greedy
782,True,Epsilon-Greedy
783,True,Epsilon-Greedy
784,True,Epsilon-Greedy
785,True,Epsilon-Greedy
786,True,Epsilon-Greedy
787,True,Epsilon-Greedy
788,True,Epsilon-Greedy
789,True,Epsilon-Greedy
790,True,Epsilon-Greedy
791,True,Epsilon-Greedy
792,True,Epsilon-Greedy
793,True,Epsilon-Greedy
794,True,Epsilon-Greedy
795,True,Epsilon-Greedy
796,True,Epsilon-Greedy
797,True,Epsilon-Greedy
798,True,Epsilon-Greedy
799,True,Epsilon-Greedy
800,True,Epsilon-Greedy
801,True,Epsilon-Greedy
802,True,Epsilon-Greedy
803,True,Epsilon-Greedy
804,True,Epsilon-Greedy
805,True,Epsilon-Greedy
806,True,Epsilon-Greedy
807,False,Epsilon-Greedy
808,False,Epsilon-Greedy
809,True,Epsilon-Greedy
810,True,Epsilon-Greedy
811,True,Epsilon-Greedy
812,True,Epsilon-Greedy
813,True,Epsilon-Greedy
814,True,Epsilon-Greedy
815,True,Epsilon-Greedy
816,True,Epsilon-Greedy
817,True,Epsilon-Greedy
818,True,Epsilon-Greedy
819,True,Epsilon-Greedy
820,True,Epsilon-Greedy
821,True,Epsilon-Greedy
822,True,Epsilon-Greedy
823,True,Epsilon-Greedy
824,True,Epsilon-Greedy
825,True,Epsilon-Greedy
826,True,Epsilon-Greedy
827,True,Epsilon-Greedy
828,True,Epsilon-Greedy
829,True,Epsilon-Greedy
830,False,Epsilon-Greedy
831,False,Epsilon-Greedy
832,True,Epsilon-Greedy
833,True,Epsilon-Greedy
834,True,Epsilon-Greedy
835,True,Epsilon-Greedy
836,True,Epsilon-Greedy
837,True,Epsilon-Greedy
838,False,Epsilon-Greedy
839,True,Epsilon-Greedy
840,False,Epsilon-Greedy
841,False,Epsilon-Greedy
842,True,Epsilon-Greedy
843,True,Epsilon-Greedy
844,False,Epsilon-Greedy
845,True,Epsilon-Greedy
846,True,Epsilon-Greedy
847,False,Epsilon-Greedy
848,False,Epsilon-Greedy
849,True,Epsilon-Greedy
850,False,Epsilon-Greedy
851,True,Epsilon-Greedy
852,True,Epsilon-Greedy
853,True,Epsilon-Greedy
854,True,Epsilon-Greedy
855,True,Epsilon-Greedy
856,False,Epsilon-Greedy
857,True,Epsilon-Greedy
858,True,Epsilon-Greedy
859,True,Epsilon-Greedy
860,False,Epsilon-Greedy
861,True,Epsilon-Greedy
862,False,Epsilon-Greedy
863,True,Epsilon-Greedy
864,True,Epsilon-Greedy
865,True,Epsilon-Greedy
866,True,Epsilon-Greedy
867,False,Epsilon-Greedy
868,True,Epsilon-Greedy
869,False,Epsilon-Greedy
870,False,Epsilon-Greedy
871,True,Epsilon-Greedy
872,True,Epsilon-Greedy
873,True,Epsilon-Greedy
874,True,Epsilon-Greedy
875,True,Epsilon-Greedy
876,True,Epsilon-Greedy
877,True,Epsilon-Greedy
878,True,Epsilon-Greedy
879,True,Epsilon-Greedy
880,True,Epsilon-Greedy
881,True,Epsilon-Greedy
882,False,Epsilon-Greedy
883,True,Epsilon-Greedy
884,True,Epsilon-Greedy
885,True,Epsilon-Greedy
886,True,Epsilon-Greedy
887,True,Epsilon-Greedy
888,True,Epsilon-Greedy
889,True,Epsilon-Greedy
890,True,Epsilon-Greedy
891,True,Epsilon-Greedy
892,True,Epsilon-Greedy
893,False,Epsilon-Greedy
894,False,Epsilon-Greedy
895,True,Epsilon-Greedy
896,True,Epsilon-Greedy
897,True,Epsilon-Greedy
898,False,Epsilon-Greedy
899,True,Epsilon-Greedy
900,True,Epsilon-Greedy
901,True,Epsilon-Greedy
902,False,Epsilon-Greedy
903,True,Epsilon-Greedy
904,False,Epsilon-Greedy
905,True,Epsilon-Greedy
906,True,Epsilon-Greedy
907,True,Epsilon-Greedy
908,False,Epsilon-Greedy
909,True,Epsilon-Greedy
910,True,Epsilon-Greedy
911,True,Epsilon-Greedy
912,True,Epsilon-Greedy
913,True,Epsilon-Greedy
914,True,Epsilon-Greedy
915,True,Epsilon-Greedy
916,True,Epsilon-Greedy
917,True,Epsilon-Greedy
918,True,Epsilon-Greedy
919,True,Epsilon-Greedy
920,False,Epsilon-Greedy
921,True,Epsilon-Greedy
922,True,Epsilon-Greedy
923,True,Epsilon-Greedy
924,True,Epsilon-Greedy
925,False,Epsilon-Greedy
926,False,Epsilon-Greedy
927,True,Epsilon-Greedy
928,True,Epsilon-Greedy
929,True,Epsilon-Greedy
930,True,Epsilon-Greedy
931,True,Epsilon-Greedy
